j,prior_mu,prior_sigma,log_C,estimate
1,0,1,-393.8621292064232,-1.9290763163714335
1,0,1,-393.8621292064232,-1.7945004527058763
1,0,1,-393.8621292064232,-0.4229415772953452
1,0,1,-393.8621292064232,0.13565697869451673
1,0,1,-393.8621292064232,0.15816594501193385
1,0,1,-393.8621292064232,-0.907686336580213
1,0,1,-393.8621292064232,1.9500834538626992
1,0,1,-393.8621292064232,-1.7614034605893336
1,0,1,-393.8621292064232,-2.5682441181459224
1,0,1,-393.8621292064232,-1.3654216755427961
1,0,1,-393.8621292064232,0.9054133540286315
1,0,1,-393.8621292064232,-1.8287237541195402
1,0,1,-393.8621292064232,1.406564671170413
1,0,1,-393.8621292064232,-2.177838027094097
1,0,1,-393.8621292064232,1.927824524864276
1,0,1,-393.8621292064232,-1.3783358657524916
1,0,1,-393.8621292064232,-2.221728175208487
1,0,1,-393.8621292064232,0.3224903203178886
1,0,1,-393.8621292064232,-1.1844818005993099
1,0,1,-393.8621292064232,-1.8320838859145003
1,0,1,-393.8621292064232,0.10794693960129753
1,0,1,-393.8621292064232,-0.9811881625550104
1,0,1,-393.8621292064232,0.35875386923838376
1,0,1,-393.8621292064232,0.9426737440551148
1,0,1,-393.8621292064232,-1.741754289749319
1,0,1,-393.8621292064232,0.517069151931087
1,0,1,-393.8621292064232,-1.39432482724416
1,0,1,-393.8621292064232,0.26850465732101947
1,0,1,-393.8621292064232,0.05715381604797948
1,0,1,-393.8621292064232,-0.3485086465556162
1,0,1,-393.8621292064232,-0.18608280708881914
1,0,1,-393.8621292064232,-1.5691440995729409
1,0,1,-393.8621292064232,0.9088138271635595
1,0,1,-393.8621292064232,-1.7200111410745418
1,0,1,-393.8621292064232,-3.1134527541587538
1,0,1,-393.8621292064232,-2.543819514998557
1,0,1,-393.8621292064232,-0.5211713721618947
1,0,1,-393.8621292064232,0.4467198776495591
1,0,1,-393.8621292064232,0.8372604278927004
1,0,1,-393.8621292064232,1.2896048702585992
1,0,1,-393.8621292064232,1.5335903961452422
1,0,1,-393.8621292064232,-1.1021129208686606
1,0,1,-393.8621292064232,-0.2065656295266367
1,0,1,-393.8621292064232,-0.07653112270293794
1,0,1,-393.8621292064232,-0.843214112876361
1,0,1,-393.8621292064232,0.31566801487619706
1,0,1,-393.8621292064232,-0.9780632233467984
1,0,1,-393.8621292064232,1.024775323822999
1,0,1,-393.8621292064232,1.6423589530678087
1,0,1,-393.8621292064232,-1.291865798674415
1,0,1,-393.8621292064232,0.8807808938558166
1,0,1,-393.8621292064232,0.01708698637180317
1,0,1,-393.8621292064232,-1.308933718377808
1,0,1,-393.8621292064232,-0.5264863587921539
1,0,1,-393.8621292064232,-0.8050488474301832
1,0,1,-393.8621292064232,-0.3762176108352481
1,0,1,-393.8621292064232,-1.5595671367304045
1,0,1,-393.8621292064232,-0.6980792873859767
1,0,1,-393.8621292064232,-1.254162218504041
1,0,1,-393.8621292064232,1.5375601781788306
1,0,1,-393.8621292064232,-1.4968260517065222
1,0,1,-393.8621292064232,-0.35450356071009503
1,0,1,-393.8621292064232,-0.2049390675779104
1,0,1,-393.8621292064232,-0.16418484445311862
1,0,1,-393.8621292064232,-1.2577964540389674
1,0,1,-393.8621292064232,0.25809930949402504
1,0,1,-393.8621292064232,-1.4766334329199982
1,0,1,-393.8621292064232,0.19316904998730833
1,0,1,-393.8621292064232,-1.1054454917377394
1,0,1,-393.8621292064232,0.1425961589713522
1,0,1,-393.8621292064232,0.5311409240848627
1,0,1,-393.8621292064232,0.02131005526093721
1,0,1,-393.8621292064232,-1.6415584925954159
1,0,1,-393.8621292064232,1.1291799831506524
1,0,1,-393.8621292064232,1.8345511085177255
1,0,1,-393.8621292064232,-2.8193162324044065
1,0,1,-393.8621292064232,-2.1394367112853176
1,0,1,-393.8621292064232,-0.05305507504854079
1,0,1,-393.8621292064232,0.06538563400166963
1,0,1,-393.8621292064232,-0.34591269438473915
1,0,1,-393.8621292064232,-0.9298623900212452
1,0,1,-393.8621292064232,-2.419448865747467
1,0,1,-393.8621292064232,-1.7676971026054926
1,0,1,-393.8621292064232,1.1006291820758631
1,0,1,-393.8621292064232,1.5960581062465065
1,0,1,-393.8621292064232,2.262248114226961
1,0,1,-393.8621292064232,1.1581833020317487
1,0,1,-393.8621292064232,0.20009232555774303
1,0,1,-393.8621292064232,-0.12027789522885504
1,0,1,-393.8621292064232,-1.0041272810119457
1,0,1,-393.8621292064232,0.309096951315555
1,0,1,-393.8621292064232,-1.3031562896890732
1,0,1,-393.8621292064232,0.4076938125545707
1,0,1,-393.8621292064232,0.48848635914899363
1,0,1,-393.8621292064232,-0.9068991949076002
1,0,1,-393.8621292064232,-0.9344039058958742
1,0,1,-393.8621292064232,0.49109917475159026
1,0,1,-393.8621292064232,-1.2009134441350358
1,0,1,-393.8621292064232,-0.5372635882680104
1,0,1,-393.8621292064232,0.3380617206962538
1,0,1,-393.8621292064232,0.40909306713259597
1,0,1,-393.8621292064232,-1.3910922167075448
1,0,1,-393.8621292064232,-0.1653478071259653
1,0,1,-393.8621292064232,0.36679166578932054
1,0,1,-393.8621292064232,0.12525660703986152
1,0,1,-393.8621292064232,0.055442365338582586
1,0,1,-393.8621292064232,-0.5893251329824836
1,0,1,-393.8621292064232,0.20712513267326432
1,0,1,-393.8621292064232,-2.232835406259319
1,0,1,-393.8621292064232,1.0538469255975254
1,0,1,-393.8621292064232,-0.19095432086135367
1,0,1,-393.8621292064232,0.5360724339380063
1,0,1,-393.8621292064232,-0.34493164423124156
1,0,1,-393.8621292064232,-0.9956641586221087
1,0,1,-393.8621292064232,-0.22644782505516536
1,0,1,-393.8621292064232,0.8403733269067339
1,0,1,-393.8621292064232,-0.3305950068227131
1,0,1,-393.8621292064232,0.10605183870715784
1,0,1,-393.8621292064232,0.5224169989241041
1,0,1,-393.8621292064232,2.794584912620422
1,0,1,-393.8621292064232,-0.37308031835065325
1,0,1,-393.8621292064232,1.3904428860864357
1,0,1,-393.8621292064232,-1.679757221140969
1,0,1,-393.8621292064232,-0.10660695208458071
1,0,1,-393.8621292064232,-1.296287984968749
1,0,1,-393.8621292064232,-1.1632411670214506
1,0,1,-393.8621292064232,-2.1738388895612366
1,0,1,-393.8621292064232,-1.4630808574752625
1,0,1,-393.8621292064232,0.24336409983201412
1,0,1,-393.8621292064232,1.0493946153935796
1,0,1,-393.8621292064232,-0.8640005705843764
1,0,1,-393.8621292064232,1.148007905155165
1,0,1,-393.8621292064232,-1.1490245936530683
1,0,1,-393.8621292064232,-1.2771764170377675
1,0,1,-393.8621292064232,0.8333420086556601
1,0,1,-393.8621292064232,-0.3106552470323617
1,0,1,-393.8621292064232,1.165605772575323
1,0,1,-393.8621292064232,-0.5957212900181558
1,0,1,-393.8621292064232,-0.4660941350166166
1,0,1,-393.8621292064232,0.09789658291124877
1,0,1,-393.8621292064232,-0.12067618736224367
1,0,1,-393.8621292064232,0.14993277978544448
1,0,1,-393.8621292064232,-0.2521341723128556
1,0,1,-393.8621292064232,1.3975864641800708
1,0,1,-393.8621292064232,0.5461493036801687
1,0,1,-393.8621292064232,0.6174252043445481
1,0,1,-393.8621292064232,1.891670654790486
1,0,1,-393.8621292064232,-0.8089004067627921
1,0,1,-393.8621292064232,0.33802381072759874
1,0,1,-393.8621292064232,0.9556197040680631
1,0,1,-393.8621292064232,-1.0258884810768403
1,0,1,-393.8621292064232,-1.1142510614992898
1,0,1,-393.8621292064232,-0.9325437491439627
1,0,1,-393.8621292064232,-0.6211636258264748
1,0,1,-393.8621292064232,-0.2559595844611511
1,0,1,-393.8621292064232,0.6965581094164995
1,0,1,-393.8621292064232,-0.042980756088287164
1,0,1,-393.8621292064232,0.053171959749970854
1,0,1,-393.8621292064232,0.9193106001596462
1,0,1,-393.8621292064232,-0.38379508703963394
1,0,1,-393.8621292064232,0.3754737205250141
1,0,1,-393.8621292064232,-1.05519701477109
1,0,1,-393.8621292064232,-0.39587470596844887
1,0,1,-393.8621292064232,0.07257406054915727
1,0,1,-393.8621292064232,0.36274529792854654
1,0,1,-393.8621292064232,-0.8634139786419354
1,0,1,-393.8621292064232,0.42549929464475966
1,0,1,-393.8621292064232,-1.0853367038276565
1,0,1,-393.8621292064232,0.4388925422080213
1,0,1,-393.8621292064232,-0.5784340951748159
1,0,1,-393.8621292064232,0.5186254464120413
1,0,1,-393.8621292064232,0.5870015673784219
1,0,1,-393.8621292064232,-1.113665086350629
1,0,1,-393.8621292064232,-1.660141494531279
1,0,1,-393.8621292064232,-0.9142203502818289
1,0,1,-393.8621292064232,-1.4843973814473905
1,0,1,-393.8621292064232,-1.4959260706027924
1,0,1,-393.8621292064232,0.5638966112309951
1,0,1,-393.8621292064232,-1.0135648766970304
1,0,1,-393.8621292064232,-0.13426039771520548
1,0,1,-393.8621292064232,0.03913910503310933
1,0,1,-393.8621292064232,0.6990122816045343
1,0,1,-393.8621292064232,-1.0598952946590812
1,0,1,-393.8621292064232,0.09502341502574374
1,0,1,-393.8621292064232,1.2653726742092308
1,0,1,-393.8621292064232,-0.2633238535707726
1,0,1,-393.8621292064232,0.2053288325814112
1,0,1,-393.8621292064232,-1.265349822360588
1,0,1,-393.8621292064232,-0.2975193193022042
1,0,1,-393.8621292064232,0.5635359147440204
1,0,1,-393.8621292064232,-0.6388820200213925
1,0,1,-393.8621292064232,-0.9227377580806377
1,0,1,-393.8621292064232,-0.9588992976774736
1,0,1,-393.8621292064232,-0.28350179577724255
1,0,1,-393.8621292064232,0.10057874250579611
1,0,1,-393.8621292064232,-0.10989064967979889
1,0,1,-393.8621292064232,0.3004434909951271
1,0,1,-393.8621292064232,1.3621125858995011
1,0,1,-393.8621292064232,2.004703713418999
1,0,1,-393.8621292064232,-2.408270005924935
1,0,1,-393.8621292064232,-2.7319051814063577
1,0,1,-393.8621292064232,1.1864362341953594
1,0,1,-393.8621292064232,-1.484947382063675
1,0,1,-393.8621292064232,-0.848186989041324
1,0,1,-393.8621292064232,-0.8453446895739858
1,0,1,-393.8621292064232,1.0071156192128987
1,0,1,-393.8621292064232,1.56136289804248
1,0,1,-393.8621292064232,-0.9167567834500685
1,0,1,-393.8621292064232,0.5640537717031462
1,0,1,-393.8621292064232,0.4292026181569805
1,0,1,-393.8621292064232,0.06724477996874306
1,0,1,-393.8621292064232,-1.2240403847928816
1,0,1,-393.8621292064232,0.13298163849658606
1,0,1,-393.8621292064232,-0.540924207963984
1,0,1,-393.8621292064232,-0.540924207963984
1,0,1,-393.8621292064232,-0.26576169811863176
1,0,1,-393.8621292064232,-0.9956473365408575
1,0,1,-393.8621292064232,-0.5862434998701223
1,0,1,-393.8621292064232,1.497737288396737
1,0,1,-393.8621292064232,-1.164460720687869
1,0,1,-393.8621292064232,-0.07049335467002404
1,0,1,-393.8621292064232,0.4169396019319811
1,0,1,-393.8621292064232,0.7888059375736547
1,0,1,-393.8621292064232,-1.0976316885537005
1,0,1,-393.8621292064232,-0.7042247092328802
1,0,1,-393.8621292064232,-1.2696895696872132
1,0,1,-393.8621292064232,0.12989855355927427
1,0,1,-393.8621292064232,-0.28640122948006663
1,0,1,-393.8621292064232,-0.440264072213271
1,0,1,-393.8621292064232,0.2942788578895351
1,0,1,-393.8621292064232,-0.17302187442046735
1,0,1,-393.8621292064232,-0.15331756222218718
1,0,1,-393.8621292064232,-0.39084550611989943
1,0,1,-393.8621292064232,1.026604499525203
1,0,1,-393.8621292064232,-0.35916219304442687
1,0,1,-393.8621292064232,0.02279901031422349
1,0,1,-393.8621292064232,-0.606700903874339
1,0,1,-393.8621292064232,0.27998512373073003
1,0,1,-393.8621292064232,-0.8874058233823803
1,0,1,-393.8621292064232,0.36834108353976563
1,0,1,-393.8621292064232,1.0351102225194007
1,0,1,-393.8621292064232,-1.5257748172642867
1,0,1,-393.8621292064232,-1.447056382973023
1,0,1,-393.8621292064232,-1.5141273893440685
1,0,1,-393.8621292064232,0.17083356706314679
1,0,1,-393.8621292064232,-0.5882095094994686
1,0,1,-393.8621292064232,0.2962990482414809
1,0,1,-393.8621292064232,0.35770414409773094
1,0,1,-393.8621292064232,-0.690279289723404
1,0,1,-393.8621292064232,0.44323866712716287
1,0,1,-393.8621292064232,-2.042817228324239
1,0,1,-393.8621292064232,-0.10422499145397435
1,0,1,-393.8621292064232,-0.041993127108156995
1,0,1,-393.8621292064232,-0.8977976304530795
1,0,1,-393.8621292064232,-0.9717679877165516
1,0,1,-393.8621292064232,1.2768010362447058
1,0,1,-393.8621292064232,0.8000990642533305
1,0,1,-393.8621292064232,-0.6975821942454599
1,0,1,-393.8621292064232,1.3107096570203554
1,0,1,-393.8621292064232,0.5687004053938849
1,0,1,-393.8621292064232,-0.635003193424785
1,0,1,-393.8621292064232,0.9086577992102591
1,0,1,-393.8621292064232,-0.3804223251407949
1,0,1,-393.8621292064232,-1.480131293446369
1,0,1,-393.8621292064232,-0.9025332098633898
1,0,1,-393.8621292064232,-0.2980208262056076
1,0,1,-393.8621292064232,0.002107974221125103
1,0,1,-393.8621292064232,-1.5722254353375233
1,0,1,-393.8621292064232,-0.2567022611146832
1,0,1,-393.8621292064232,-1.2670166912460903
1,0,1,-393.8621292064232,0.0782250499892847
1,0,1,-393.8621292064232,0.11559651168911031
1,0,1,-393.8621292064232,-0.08500718545053176
1,0,1,-393.8621292064232,-1.0088126740698415
1,0,1,-393.8621292064232,-0.1533412922765981
1,0,1,-393.8621292064232,0.7386226507804546
1,0,1,-393.8621292064232,-2.3430479453985336
1,0,1,-393.8621292064232,-0.9769778013202366
1,0,1,-393.8621292064232,0.921401620829977
1,0,1,-393.8621292064232,0.6985530876262529
1,0,1,-393.8621292064232,-1.65164016874633
1,0,1,-393.8621292064232,-1.197123887028468
1,0,1,-393.8621292064232,1.4247867091801063
1,0,1,-393.8621292064232,-1.0378453070541935
1,0,1,-393.8621292064232,-1.1751678602162068
1,0,1,-393.8621292064232,-1.2520320355080738
1,0,1,-393.8621292064232,-0.8040845311260687
1,0,1,-393.8621292064232,-0.7967230297458021
1,0,1,-393.8621292064232,0.7939845558487214
1,0,1,-393.8621292064232,-0.7671141013303874
1,0,1,-393.8621292064232,-0.4629658119365787
1,0,1,-393.8621292064232,-0.9151863431354734
1,0,1,-393.8621292064232,0.569726337579049
1,0,1,-393.8621292064232,0.22795243673528442
1,0,1,-393.8621292064232,-0.9542644197569345
1,0,1,-393.8621292064232,0.6248631671386072
1,0,1,-393.8621292064232,0.3579468303059135
1,0,1,-393.8621292064232,-0.2044114579560245
1,0,1,-393.8621292064232,-0.7682645211587331
1,0,1,-393.8621292064232,-0.5875933598512886
1,0,1,-393.8621292064232,0.07719006853735838
1,0,1,-393.8621292064232,-0.5518316803026695
1,0,1,-393.8621292064232,-0.8589434812958878
1,0,1,-393.8621292064232,-2.236127925415226
1,0,1,-393.8621292064232,-0.8082565488505586
1,0,1,-393.8621292064232,-0.46931185652677576
1,0,1,-393.8621292064232,-0.644352939707129
1,0,1,-393.8621292064232,-0.14611240102355982
1,0,1,-393.8621292064232,0.7406334752755468
1,0,1,-393.8621292064232,-2.1847239650443
1,0,1,-393.8621292064232,0.2524731946576735
1,0,1,-393.8621292064232,-1.9538396548711634
1,0,1,-393.8621292064232,1.223912766159462
1,0,1,-393.8621292064232,-1.6952066744187082
1,0,1,-393.8621292064232,0.5070510882162028
1,0,1,-393.8621292064232,1.0131960449785498
1,0,1,-393.8621292064232,0.21283509557583602
1,0,1,-393.8621292064232,0.9456805273303726
1,0,1,-393.8621292064232,-1.7094281871760744
1,0,1,-393.8621292064232,-1.3772691979968865
1,0,1,-393.8621292064232,-0.42307813694761975
1,0,1,-393.8621292064232,-0.263379364036883
1,0,1,-393.8621292064232,-0.04836425380388504
1,0,1,-393.8621292064232,0.2885530933046028
1,0,1,-393.8621292064232,-0.7891317454105229
1,0,1,-393.8621292064232,0.4396667768025273
1,0,1,-393.8621292064232,0.4962181916781872
1,0,1,-393.8621292064232,-0.23512883890379677
1,0,1,-393.8621292064232,-0.03414026907797835
1,0,1,-393.8621292064232,-0.6042132492273568
1,0,1,-393.8621292064232,-0.2703295485343725
1,0,1,-393.8621292064232,-0.052889952768861846
1,0,1,-393.8621292064232,0.7766547417004032
1,0,1,-393.8621292064232,0.5647670361281163
1,0,1,-393.8621292064232,-0.9627082358028248
1,0,1,-393.8621292064232,-0.8254511376007294
1,0,1,-393.8621292064232,-1.6042693313342649
1,0,1,-393.8621292064232,1.3525313276542337
1,0,1,-393.8621292064232,-1.0636315075096738
1,0,1,-393.8621292064232,-0.4252213721590493
1,0,1,-393.8621292064232,-0.7672962275705526
1,0,1,-393.8621292064232,-0.3837059766130121
1,0,1,-393.8621292064232,-0.30844932585306495
1,0,1,-393.8621292064232,-0.03137642166402049
1,0,1,-393.8621292064232,0.4921468705823163
1,0,1,-393.8621292064232,1.1406716530172836
1,0,1,-393.8621292064232,-1.1835145311840443
1,0,1,-393.8621292064232,1.3264194888506529
1,0,1,-393.8621292064232,-0.6482573472558383
1,0,1,-393.8621292064232,-1.8599187233397907
1,0,1,-393.8621292064232,-2.185348949332461
1,0,1,-393.8621292064232,-1.9958003584452797
1,0,1,-393.8621292064232,-1.7423519820796636
1,0,1,-393.8621292064232,-0.7048258977231252
1,0,1,-393.8621292064232,0.9262131676401363
1,0,1,-393.8621292064232,-0.2108186023591886
1,0,1,-393.8621292064232,-0.02062440345033162
1,0,1,-393.8621292064232,0.7654973878158052
1,0,1,-393.8621292064232,0.20995999890086414
1,0,1,-393.8621292064232,0.2464602956545514
1,0,1,-393.8621292064232,0.051828207005398086
1,0,1,-393.8621292064232,0.4405128838352038
1,0,1,-393.8621292064232,1.1337331611758812
1,0,1,-393.8621292064232,1.8453478320418424
1,0,1,-393.8621292064232,-1.1857860207957456
1,0,1,-393.8621292064232,-0.9671973817223478
1,0,1,-393.8621292064232,-1.4074756833678714
1,0,1,-393.8621292064232,-0.2568107977143951
1,0,1,-393.8621292064232,0.7373908733294268
1,0,1,-393.8621292064232,0.21486283397028272
1,0,1,-393.8621292064232,-1.1983672037457946
1,0,1,-393.8621292064232,-0.3076844540004675
1,0,1,-393.8621292064232,0.7998124158476747
1,0,1,-393.8621292064232,0.42868622509574167
1,0,1,-393.8621292064232,0.44437077774475175
1,0,1,-393.8621292064232,0.46642495434093945
1,0,1,-393.8621292064232,0.7557178797986295
1,0,1,-393.8621292064232,-0.7171500273860176
1,0,1,-393.8621292064232,1.3505839696333553
1,0,1,-393.8621292064232,0.032865268065491504
1,0,1,-393.8621292064232,-0.31390713442842144
1,0,1,-393.8621292064232,-0.1885765797854953
1,0,1,-393.8621292064232,-0.9331064351783838
1,0,1,-393.8621292064232,0.18476277560176146
1,0,1,-393.8621292064232,0.21337807793543984
1,0,1,-393.8621292064232,-0.139351203224878
1,0,1,-393.8621292064232,-1.429121338520917
1,0,1,-393.8621292064232,0.3965059709651073
1,0,1,-393.8621292064232,-0.8651611132643089
1,0,1,-393.8621292064232,-1.4324835400053693
1,0,1,-393.8621292064232,-1.1306195358154194
1,0,1,-393.8621292064232,1.931908637275308
1,0,1,-393.8621292064232,1.258231672468869
1,0,1,-393.8621292064232,0.16129968053038657
1,0,1,-393.8621292064232,-1.2717377176971465
1,0,1,-393.8621292064232,-0.14422450553066052
1,0,1,-393.8621292064232,-0.5606092699538062
1,0,1,-393.8621292064232,-0.1393372920224567
1,0,1,-393.8621292064232,-0.8052770230388349
1,0,1,-393.8621292064232,0.47756201013088934
1,0,1,-393.8621292064232,-0.19798271947249813
1,0,1,-393.8621292064232,-0.4794163699935522
1,0,1,-393.8621292064232,0.6988701501185155
1,0,1,-393.8621292064232,1.0244553250871267
1,0,1,-393.8621292064232,2.1164676615544025
1,0,1,-393.8621292064232,1.5300286019954
1,0,1,-393.8621292064232,-0.746507549430953
1,0,1,-393.8621292064232,0.05746463302217253
1,0,1,-393.8621292064232,-0.8022012895278049
1,0,1,-393.8621292064232,0.3239450001508283
1,0,1,-393.8621292064232,0.293537679497906
1,0,1,-393.8621292064232,-0.4505907756393867
1,0,1,-393.8621292064232,-0.4505907756393867
1,0,1,-393.8621292064232,1.3584770566999815
1,0,1,-393.8621292064232,-2.0253795248120423
1,0,1,-393.8621292064232,0.25189333713392204
1,0,1,-393.8621292064232,0.289242302441441
1,0,1,-393.8621292064232,-1.3762126239616967
1,0,1,-393.8621292064232,0.25855015874635756
1,0,1,-393.8621292064232,-0.9010540310748283
1,0,1,-393.8621292064232,0.7476989463797777
1,0,1,-393.8621292064232,-0.2669817580959538
1,0,1,-393.8621292064232,-1.242482071167383
1,0,1,-393.8621292064232,-0.24151756095094945
1,0,1,-393.8621292064232,-0.19279374172693559
1,0,1,-393.8621292064232,1.2818179917310215
1,0,1,-393.8621292064232,-0.21034686770226385
1,0,1,-393.8621292064232,0.2758695416957634
1,0,1,-393.8621292064232,1.6703824379270185
1,0,1,-393.8621292064232,1.450524792390772
1,0,1,-393.8621292064232,1.6468962721519191
1,0,1,-393.8621292064232,0.12094719140315457
1,0,1,-393.8621292064232,0.26387023979669744
1,0,1,-393.8621292064232,0.40259138891097523
1,0,1,-393.8621292064232,-0.4962258770094732
1,0,1,-393.8621292064232,-1.0306686399613096
1,0,1,-393.8621292064232,-1.0021278193666037
1,0,1,-393.8621292064232,-0.28197643155103824
1,0,1,-393.8621292064232,-1.0194653733191648
1,0,1,-393.8621292064232,-0.19626759719316333
1,0,1,-393.8621292064232,-0.5464383356439595
1,0,1,-393.8621292064232,1.2412679132885
1,0,1,-393.8621292064232,0.5727647669840695
1,0,1,-393.8621292064232,0.46503460879995906
1,0,1,-393.8621292064232,-0.3539179618942582
1,0,1,-393.8621292064232,-1.3556406282430595
1,0,1,-393.8621292064232,-1.2493353825693303
1,0,1,-393.8621292064232,-0.2231889093641577
1,0,1,-393.8621292064232,-0.3381540331022235
1,0,1,-393.8621292064232,0.6915877092687726
1,0,1,-393.8621292064232,-0.822151741656836
1,0,1,-393.8621292064232,0.36338747517590275
1,0,1,-393.8621292064232,-1.1938086538561217
1,0,1,-393.8621292064232,1.0289706195261408
1,0,1,-393.8621292064232,1.6155910787803778
1,0,1,-393.8621292064232,0.20518912549845392
1,0,1,-393.8621292064232,-0.565140882234998
1,0,1,-393.8621292064232,-0.445511161260687
1,0,1,-393.8621292064232,-0.2837114389097367
1,0,1,-393.8621292064232,-1.146996098772279
1,0,1,-393.8621292064232,-0.7207655554102894
1,0,1,-393.8621292064232,0.741000700100533
1,0,1,-393.8621292064232,2.0475483553137783
1,0,1,-393.8621292064232,-1.5208414697561763
1,0,1,-393.8621292064232,-1.2279359030652883
1,0,1,-393.8621292064232,-1.5358527767102095
1,0,1,-393.8621292064232,-0.12751839242012486
1,0,1,-393.8621292064232,-0.03771545006048434
1,0,1,-393.8621292064232,-0.7319601691399823
1,0,1,-393.8621292064232,0.2764423842759378
1,0,1,-393.8621292064232,1.433113423528745
1,0,1,-393.8621292064232,-0.8572421470499603
1,0,1,-393.8621292064232,-1.0446867125433024
1,0,1,-393.8621292064232,1.1210191144638983
1,0,1,-393.8621292064232,-2.0705683602162663
1,0,1,-393.8621292064232,-2.4135278141445236
1,0,1,-393.8621292064232,-3.156274572314403
1,0,1,-393.8621292064232,0.5237407016278537
1,0,1,-393.8621292064232,-1.1201802921950552
1,0,1,-393.8621292064232,1.5596684972193549
1,0,1,-393.8621292064232,0.1238227469893789
1,0,1,-393.8621292064232,1.0618498617103957
1,0,1,-393.8621292064232,-1.0507662365576471
1,0,1,-393.8621292064232,0.24630696644952088
1,0,1,-393.8621292064232,0.28973973058837454
1,0,1,-393.8621292064232,0.060760042057004277
1,0,1,-393.8621292064232,-0.5582048683346305
1,0,1,-393.8621292064232,0.978457306128426
1,0,1,-393.8621292064232,1.2914815666673989
1,0,1,-393.8621292064232,-1.6156777523960704
1,0,1,-393.8621292064232,-1.412953840813957
1,0,1,-393.8621292064232,-0.5285474091566018
1,0,1,-393.8621292064232,0.03137690117477063
1,0,1,-393.8621292064232,-1.790077819424204
1,0,1,-393.8621292064232,-1.8991293279826533
1,0,1,-393.8621292064232,1.4168068103467877
1,0,1,-393.8621292064232,-0.7140364365224787
1,0,1,-393.8621292064232,-1.5733761485493154
1,0,1,-393.8621292064232,1.5273551543473411
1,0,1,-393.8621292064232,0.6250683570960559
1,0,1,-393.8621292064232,-0.25144972927073483
1,0,1,-393.8621292064232,0.5707652867586523
1,0,1,-393.8621292064232,0.4336260877623125
1,0,1,-393.8621292064232,-0.5819708943905532
1,0,1,-393.8621292064232,0.7101007935120195
1,0,1,-393.8621292064232,2.0409181213486964
1,0,1,-393.8621292064232,-3.6302155914282292
1,0,1,-393.8621292064232,0.09198638896936373
1,0,1,-393.8621292064232,0.4505797154893714
1,0,1,-393.8621292064232,0.12240459219450606
1,0,1,-393.8621292064232,1.3711229358460586
1,0,1,-393.8621292064232,-1.0543443466307345
1,0,1,-393.8621292064232,0.5385330690759629
1,0,1,-393.8621292064232,-0.5904738389060304
1,0,1,-393.8621292064232,-1.2271835833491263
1,0,1,-393.8621292064232,0.8328474566314233
1,0,1,-393.8621292064232,-0.2468834568011259
1,0,1,-393.8621292064232,-0.8589530742008143
1,0,1,-393.8621292064232,0.5994457220851694
1,0,1,-393.8621292064232,-1.2557015316155264
1,0,1,-393.8621292064232,0.799720112162006
1,0,1,-393.8621292064232,0.010468555317755812
1,0,1,-393.8621292064232,-0.17175134123952537
1,0,1,-393.8621292064232,-0.8434975713783227
1,0,1,-393.8621292064232,0.24910732302645558
1,0,1,-393.8621292064232,0.6758860531385309
1,0,1,-393.8621292064232,-1.4959731723048044
1,0,1,-393.8621292064232,-2.7830878327315016
1,0,1,-393.8621292064232,0.3557106594737809
1,0,1,-393.8621292064232,0.029834387584645072
1,0,1,-393.8621292064232,-0.7177475144768293
1,0,1,-393.8621292064232,-1.2891624316691024
1,0,1,-393.8621292064232,0.5423983632319466
1,0,1,-393.8621292064232,1.5843294714537832
1,0,1,-393.8621292064232,1.080041512201913
1,0,1,-393.8621292064232,1.2961218535844075
1,0,1,-393.8621292064232,-2.0639137824511717
1,0,1,-393.8621292064232,-1.4220426571122937
1,0,1,-393.8621292064232,-1.3988058268922026
1,0,1,-393.8621292064232,-1.3128107035853798
1,0,1,-393.8621292064232,-0.7722672846981566
1,0,1,-393.8621292064232,-0.1018143176829932
1,0,1,-393.8621292064232,0.9160005538128834
1,0,1,-393.8621292064232,1.050821670169089
1,0,1,-393.8621292064232,1.1176266995213824
1,0,1,-393.8621292064232,0.9252021880872368
1,0,1,-393.8621292064232,-1.0808338631520682
1,0,1,-393.8621292064232,-1.7590269700179992
1,0,1,-393.8621292064232,-1.9493826441353863
1,0,1,-393.8621292064232,-0.06449234849598273
1,0,1,-393.8621292064232,0.4352037060532358
1,0,1,-393.8621292064232,-1.280018735818468
1,0,1,-393.8621292064232,0.8808365475051828
1,0,1,-393.8621292064232,1.7826072929833696
1,0,1,-393.8621292064232,0.7562071589946031
1,0,1,-393.8621292064232,1.69089371358025
1,0,1,-393.8621292064232,0.19506896612768476
1,0,1,-393.8621292064232,-0.12685337971135957
1,0,1,-393.8621292064232,-0.6577021968594501
1,0,1,-393.8621292064232,-1.8143300485165388
1,0,1,-393.8621292064232,0.3301587614099568
1,0,1,-393.8621292064232,-0.6144563766834721
1,0,1,-393.8621292064232,-0.6970592345512084
1,0,1,-393.8621292064232,-0.956658813618096
1,0,1,-393.8621292064232,-2.4807863300701665
1,0,1,-393.8621292064232,-1.772646053219249
1,0,1,-393.8621292064232,1.265143650675727
1,0,1,-393.8621292064232,1.5948592628712503
1,0,1,-393.8621292064232,-0.16541429162694943
1,0,1,-393.8621292064232,-0.2025938222155078
1,0,1,-393.8621292064232,0.4377499031832254
1,0,1,-393.8621292064232,-1.907154726498863
